eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
4320005,5,432,Mali,6-Aug-91,6-Aug-91,1,6,8,1991,6,8,1991,8,0,Touareg rebels,Villagers,,Regional government,Villagers,0,1,-99,-77,0,Dioura,Dioura,1,3,3,9,,,Touareg rebels attack local offices and villagers,0,,ES,0,14.8866,-5.2226601,,
4320006,6,432,Mali,26-Aug-91,26-Aug-91,1,26,8,1991,26,8,1991,8,0,Touareg rebels,,,Soldiers,,1,0,-99,65,0,Mounti,Mounti,1,3,3,9,,,Touareg rebels claim to have killed 65 Malian soldiers and captured 10 more,0,,ES,0,19.294201,1.35956,somewhere in northeast Mali,no
4320007,7,432,Mali,15-Sep-91,15-Sep-91,1,15,9,1991,15,9,1991,9,0,Touareg rebels,,,Villagers,,0,0,-99,9,0,Labbezenga,Labbezenga,1,3,3,9,2,,Touareg rebels attack and raid a village,0,,ES,0,14.9563,.69599998,,
4320008,8,432,Mali,5-Dec-91,5-Dec-91,1,5,12,1991,5,12,1991,8,0,Touareg rebels,,,Government,,1,0,-99,12,2,Timbuktu,Timbuktu,1,3,3,9,,,Touareg rebels attack Timbuktu to disrupt peace talks,1,,ES,0,16.4624,-3.0026,,
4320009,9,432,Mali,14-Dec-91,14-Dec-91,1,14,12,1991,14,12,1991,1,0,Tuareg workers,,,Government,,1,0,5,0,0,Bamako,Bamako,1,1,1,9,5,,Tuareg workers march in a call for peace and end to racism,1,,ES,0,12.65,-8,,
4320010,10,432,Mali,24-Dec-91,25-Dec-91,2,24,12,1991,25,12,1991,9,0,Touareg rebels,,,Citizens,,0,0,1,6,2,Timbuktu,Timbuktu,1,3,3,2,9,,"Touareg rebels attack and raid the town, including a maternity unit, injuring 2 infants",0,,ES,0,16.4624,-3.0026,,
4320011,11,432,Mali,7-Jan-92,7-Jan-92,1,7,1,1992,7,1,1992,9,0,Touareg rebels,,,Villagers,,0,0,-99,7,2,Youvarou,Youvarou,1,3,3,2,9,,Rebels attack a village in search of supplies and are pursued by police,0,,ES,0,15.2206,-4.1546001,,
4320012,12,432,Mali,7-Apr-92,7-Apr-92,1,7,4,1992,7,4,1992,9,0,Touareg rebels,,,Tourists,,0,0,-99,0,0,Malian border with Algeria,Malian border with Algeria,1,6,6,2,,,"Rebels attack a caravan of tourists, stealing money, 4 cars and attempting to rape a woman",1,,ES,0,21.5233,.39825401,,no
4320013,13,432,Mali,6-Jun-92,6-Jun-92,1,6,6,1992,6,6,1992,4,0,Citizens,,,Trial proceedings of former president,,0,0,-99,0,0,Bamako,Bamako,1,1,1,10,,,Citizens riot outside trial proceedings of ousted president,0,,ES,0,12.65,-8,,
4320014,14,432,Mali,5-Apr-93,5-Apr-93,1,5,4,1993,5,4,1993,4,0,Students,,,Government,,1,0,-99,1,2,Nationwide,Nationwide,1,7,7,10,7,,Students riot  alleging establishment of bogus congress and demanding larger student grants,0,,ES,0,17.33,-3.31021,,
4320015,15,432,Mali,16-Feb-94,16-Feb-94,1,16,2,1994,16,2,1994,4,0,Students,,,Government,,1,0,-99,0,1,Bamako,Bamako,1,1,1,7,,,Police disperse students protesting qualifications for study grants,0,,ES,0,12.65,-8,,
-4320016,16,432,Mali,4-Oct-94,31-Dec-94,89,4,10,1994,31,12,1994,-9,0,FIAA Rebels,,,Government,,1,0,-99,-77,2,Azawad,Azawad,1,6,6,13,,,,,UPPSALA CONFLICT ID #177,IS,0,17.184999,-3.9988301,,
4320017,17,432,Mali,1-Apr-97,1-Apr-97,1,1,4,1997,1,4,1997,9,8,Touareg rebels,,,Villagers,Regional government,0,1,-99,0,0,Ber,Ber,1,3,3,2,,,"Rebels attack villagers, stealing money, supplies and vehicles",0,,ES,0,16.5005,-2.3153999,,
4320018,18,432,Mali,9-Apr-97,9-Apr-97,1,9,4,1997,9,4,1997,9,0,Touareg rebels,,,Tourists,,0,0,-99,0,0,Gourma Rharous,Gourma Rharous,1,3,3,2,,,"Rebels attack and rob French tourists, seriously injuring a young girl",0,,ES,0,16.524,-1.5523,,
4320019,19,432,Mali,17-Apr-97,17-Apr-97,1,17,4,1997,17,4,1997,1,0,Opposition parties,,,Government,,1,0,-99,0,1,Bamako,Bamako,1,1,1,1,,,Police disperse banned demonstration by political opposition,0,,ES,0,12.65,-8,,
4320020,20,432,Mali,6-May-97,11-Jun-97,37,6,5,1997,11,6,1997,2,4,Citizens,,,Government,,1,0,4,0,1,Bamako,Bamako,1,1,1,1,10,,Citizens protest leading up to elections and are repeatedly dispersed by police using tear gas,1,,ES,0,12.65,-8,,
4320021,21,432,Mali,6-May-97,8-May-97,3,6,5,1997,8,5,1997,6,0,Electric power workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Workers strike demanding resignation of union head official,0,,ES,0,17.33,-3.31021,,
4320022,22,432,Mali,7-Jun-97,10-Jul-97,34,7,6,1997,10,7,1997,2,0,Citizens,,,Government,,1,0,4,0,1,Bamako,Bamako,1,1,1,1,10,,Citizens engage in banned demonstration protesting election results,0,,ES,0,12.65,-8,,
4320023,23,432,Mali,18-Jul-97,3-Aug-97,17,18,7,1997,3,8,1997,4,0,Citizens,,,Government,,1,0,4,2,2,Nationwide,Nationwide,1,7,7,1,10,,Citizens riot and boycott elections alleged to be rigged,1,,ES,0,17.33,-3.31021,,
4320024,24,432,Mali,10-Aug-97,10-Aug-97,1,10,8,1997,10,8,1997,1,3,Opposition parties,,,Government,,1,0,-99,1,0,Unknown,Unknown,1,-99,-99,1,,,Police officer attacked and lynched by leaders of opposition party,1,,ES,0,16.83,-3.81021,,
4320025,25,432,Mali,8-Dec-97,15-Dec-97,8,8,12,1997,15,12,1997,4,0,Citizens,,,Rival ethnic groups,,0,0,-99,15,0,Nioro,Nioro,1,2,2,5,,,"Ethnic groups clash over cattle thefts, killing 15",0,,ES,0,15.2293,-9.5928001,,
4320026,26,432,Mali,6-Jan-98,7-Jan-98,2,6,1,1998,7,1,1998,2,4,Studens,,,Government,,1,0,4,0,1,Nationwide,Nationwide,1,7,7,7,,,Students riot demanding more education funding,0,,ES,0,17.33,-3.31021,,
4320027,27,432,Mali,10-Jan-98,10-Jan-98,1,10,1,1998,10,1,1998,9,0,Touareg rebels,,,Paris-Dakar participants,,0,0,1,0,0,Taoudenni,Taoudenni,1,3,3,2,,,Rebels attack race participants and steal cars,1,,ES,0,22.4042,-3.5901,,
4320028,28,432,Mali,19-Jul-99,21-Jul-99,3,19,7,1999,21,7,1999,5,0,Malian workers,,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,7,2,,,Malian workers strike demanding price cuts and career plans,1,,ES,0,17.33,-3.31021,,
4320029,29,432,Mali,18-Oct-99,18-Oct-99,1,18,10,1999,18,10,1999,4,0,Kunta Muslim hermits,,,Rival Arab ethnic group,,0,0,-99,30,0,Between Gao/Kidal,Between Gao/Kidal,1,6,6,5,12,,Ethnic groups clash over division of territory and resources,0,The location listed was an unnamed desert between two provinces,ES,0,17.492599,.85144001,,no
4320030,30,432,Mali,6-Jan-00,6-Jan-00,1,6,1,2000,6,1,2000,8,0,Touareg rebels,,,Soldiers,,1,0,1,3,0,Gao,Gao,1,6,6,9,,,Rebels attack an ambulance carrying soldiers and captured rebels,0,,ES,0,16.1618,-.0241,,no
4320031,31,432,Mali,8-Mar-00,8-Mar-00,1,8,3,2000,8,3,2000,9,0,Touareg rebels,,,Tourists,,0,0,-99,3,1,Tessalit Circle,Tessalit Circle,1,3,3,2,,,Dutch tourists are robbed and killed by rebels,1,,ES,0,20.200001,1.01,,
4320032,32,432,Mali,18-Dec-00,18-Dec-00,1,18,12,2000,18,12,2000,1,0,Malian teachers,,,Government,,1,0,3,0,0,Bamako,Bamako,1,1,1,2,,,Malian teachers protest for higher wages,0,,ES,0,12.65,-8,,
4320033,33,432,Mali,28-Dec-00,28-Dec-00,1,28,12,2000,28,12,2000,9,0,Touareg rebels,,,Tourists,,0,0,-99,0,0,Bamba,Bamba,1,3,3,2,,,Rebels attack and rob ten European tourists,0,,ES,0,17.0418,-1.40337,,
4320034,34,432,Mali,19-Feb-01,20-Feb-01,2,19,2,2001,20,2,2001,2,0,Citizens,,,World Bank,,0,0,-99,0,0,Bamako,Bamako,1,1,1,2,3,,Citizens protest meetings of World Bank and IMF,0,,ES,0,12.65,-8,,
4320035,35,432,Mali,8-Jun-01,8-Jun-01,1,8,6,2001,8,6,2001,4,0,Sero Diamanou,,,Diandioumbera,,0,0,-99,5,0,Kayes,Kayes,1,6,6,5,,,Ethnic groups clash over land disputes,0,,ES,0,14.4554,-11,,no
4320036,36,432,Mali,28-Oct-01,28-Oct-01,1,28,10,2001,28,10,2001,9,0,Touareg rebels,,,Tourists,,0,0,-99,2,0,Northern Mali,Northern Mali,1,6,6,2,,,Rebels attack and rob two separate convoys in the same region,0,,ES,0,21.365801,-2.71924,,no
4320037,37,432,Mali,31-Dec-01,31-Dec-01,1,31,12,2001,31,12,2001,4,0,Citizens,,,Citizns,,0,0,-99,8,0,Berdossou,Berdossou,1,3,3,13,,,"Announced relocation of municipal office incites riot, killing eight.",0,,ES,0,14.7305,-3.05689,,
4320038,38,432,Mali,16-Aug-02,16-Aug-02,1,16,8,2002,16,8,2002,3,0,Dogon youths,,,Peuhl herders,,0,0,-99,7,0,Near Mopti,Near Mopti,1,5,5,5,,,"Dogon youths attack homes of rival chiefs, killing 7",0,,ES,0,14.4832,-4.1830301,,
4320039,39,432,Mali,26-Aug-03,26-Aug-03,1,26,8,2003,26,8,2003,4,0,Muslim citizens,,,Rival ethnic group,,0,0,-99,10,0,Yerere,Yerere,1,3,3,5,,,Muslim ethnic groups clash over construction of a mosque,0,,ES,0,15.2667,-9.4333296,,
4320040,40,432,Mali,6-Oct-03,6-Oct-03,1,6,10,2003,6,10,2003,5,0,Citizens,,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,7,2,,,Workers strike demanding the raise of minimum wages,0,,ES,0,17.33,-3.31021,,
4320041,41,432,Mali,28-Dec-04,28-Dec-04,1,28,12,2004,28,12,2004,1,0,Disabled Malians,,,Government,,1,0,2,0,0,Bamako,Bamako,1,1,1,10,,,"Disabled Malians strike, demanding better protection from government",0,,ES,0,12.65,-8,,
4320042,42,432,Mali,27-Mar-05,27-Mar-05,1,27,3,2005,27,3,2005,4,0,Malian football fans,,,Togo football fans,,0,0,-99,0,1,Bamako,Bamako,1,1,1,13,,,Football fans riot in Bamoko after referee's call,1,,ES,0,12.65,-8,,
4320043,43,432,Mali,6-Jun-05,7-Jun-05,2,6,6,2005,7,6,2005,6,0,Malian cotton workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Malian cotton workers protest loss of 2000 jobs due to privatisation,0,,ES,0,17.33,-3.31021,,
4320044,44,432,Mali,12-Jul-05,12-Jul-05,1,12,7,2005,12,7,2005,2,0,Malian journalists,,,Government,,1,0,2,0,0,Bamako,Bamako,1,1,1,10,2,,Malian journalists protest beating and arrest of well-known journalist,0,,ES,0,12.65,-8,,
4320045,45,432,Mali,4-Feb-06,4-Feb-06,1,4,2,2006,4,2,2006,1,0,Malian Muslims,,,Denmark newspapers,,0,0,2,0,0,Bamako,Bamako,1,1,1,6,,,Malian Muslims protest publication of Mohammed cartoon,0,,ES,0,12.65,-8,,
4320046,46,432,Mali,18-May-06,18-May-06,1,18,5,2006,18,5,2006,2,0,Citizens,,,French government,,0,0,2,0,0,Nationwide,Nationwide,1,7,7,8,,,Malians expelled from France protest Sarkozy's visit,1,,ES,0,17.33,-3.31021,,
4320047,47,432,Mali,23-May-06,24-May-06,2,23,5,2006,24,5,2006,8,0,Tuareg rebels,,,Government,,1,0,-99,6,0,Kidal,Kidal,1,6,6,10,,,"Tuareg rebels temporarily take over military bases, killing six",1,,ES,0,18.4443,1.40152,,no
4320048,48,432,Mali,25-Sep-06,29-Sep-06,5,25,9,2006,29,9,2006,6,0,Malian fuel workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Fuel workers strike demanding a raise in wages,0,,ES,0,17.33,-3.31021,,
4320049,49,432,Mali,30-May-07,30-May-07,1,30,5,2007,30,5,2007,4,0,Malian football fans,,,Tunisian football fans and players,,0,0,-99,0,1,Bamako,Bamako,1,1,1,13,,,Football fans riot in Bamoko after referee's call,0,,ES,0,12.65,-8,,
4320050,50,432,Mali,21-Jun-07,21-Jun-07,1,21,6,2007,21,6,2007,1,4,Malian journalists,,,Government,,1,0,-99,0,1,Bamako,Bamako,1,1,1,10,2,,Malian journalists protest arrests of five journalists,1,,ES,0,12.65,-8,,
4320051,51,432,Mali,24-Jun-07,24-Jun-07,1,24,6,2007,24,6,2007,6,0,Malian journalists,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,10,2,,Malian journalists strike protesting limits on press freedom,1,,ES,0,17.33,-3.31021,,
4320052,52,432,Mali,26-Jun-07,27-Jun-07,2,26,6,2007,27,6,2007,5,0,Malian workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Malian workers strike demanding better working conditions and higher wages,1,,ES,0,17.33,-3.31021,,
-4320053,53,432,Mali,31-Aug-07,31-Dec-09,854,31,8,2007,31,12,2009,-9,0,ATNMC Rebels,,,Government,,1,0,-99,-77,2,Azawad,Azawad,1,6,6,13,,,,,UPPSALA CONFLICT ID #177,IS,0,17.184999,-3.9988301,,
4320054,54,432,Mali,6-May-08,6-May-08,1,6,5,2008,6,5,2008,6,4,Malian students,,,Government,Malian students,1,0,3,0,0,Bamako,Bamako,1,1,1,7,,,Malian students strike demanding better class conditions,0,"The strike originated as a peaceful education strike, but public school students began attacking private school students because of their refusal to engage in the strike and created a riot, injuring several.",ES,0,12.65,-8,,
4320055,55,432,Mali,10-Nov-08,10-Nov-08,1,10,11,2008,10,11,2008,4,0,Citizens,,,Regional government,,0,1,3,1,2,Lere,Lere,1,3,3,3,,,Citizens protest planned decision to privatise drining water,1,,ES,0,15.7118,-4.9117999,,
4320056,56,432,Mali,8-Jan-09,8-Jan-09,1,8,1,2009,8,1,2009,2,0,Citizens,,,Government,,1,0,3,0,0,Bamako,Bamako,1,1,1,8,,,Citizens protest negotiations of immigration acord with France,0,,ES,0,12.65,-8,,
4320057,57,432,Mali,15-Jan-09,1-Jun-09,138,15,1,2009,1,6,2009,9,0,Al-Qaeda,,,British government,,0,0,-99,1,0,Northern Mali,Northern Mali,1,6,6,6,8,,Al-Qaeda kidnaps British man and demands Al-Qaeda official held in Britain be released or he will be killed,1,,ES,0,21.365801,-2.71924,,no
4320058,58,432,Mali,18-Jun-09,18-Jun-09,1,18,6,2009,18,6,2009,7,0,Soldiers,,,Al-Qaeda,,0,0,-99,20,0,Garn-Akassa,Garn-Akassa,1,6,6,6,8,,Troops attack Al-Qaeda cell suspected of killing British citizen,0,,ES,0,20.198601,1.0114,,no
4320059,59,432,Mali,4-Jul-09,4-Jul-09,1,4,7,2009,4,7,2009,8,0,Al-Qaeda,,,Government,,1,0,-99,29,2,al-Wasa,al-Wasa,1,3,-99,6,,,"Al-Qaeda attacks Malian military convoy, killing 28 soldiers",1,,ES,0,16.83,-3.81021,,
4320060,60,432,Mali,15-Jul-09,15-Jul-09,1,15,7,2009,15,7,2009,4,0,Citizens,,,Soldiers,,1,0,-99,1,1,Kita,Kita,1,3,3,10,,,Citizens riot after a man who refused to stop at a police checkpoint was stopped,0,,ES,0,13.0411,-9.4847202,,
4320061,61,432,Mali,22-Aug-09,22-Aug-09,1,22,8,2009,22,8,2009,1,0,High Islamic Council,,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,7,6,,,Muslims hold protest against newly introduced laws that strengthen the rights of women,0,,ES,0,17.33,-3.31021,,
4320062,62,432,Mali,25-Nov-09,25-Nov-09,1,25,11,2009,25,11,2009,8,0,Al-Qaeda,,,Government,Aid workers,1,0,-99,0,0,Menaka,Menaka,1,3,3,6,,,Al-Qaeda kidnaps an aid worker,1,,ES,0,15.85,2.4331,,
4320063,63,432,Mali,23-Feb-10,23-Feb-10,1,23,2,2010,23,2,2010,6,4,Minibus drivers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,10,,,Minibus drivers strikeand attack police symbols after one is killed in an altercation with police.,0,,ES,0,17.33,-3.31021,,
4320064,64,432,Mali,2-Mar-10,2-Mar-10,1,2,3,2010,2,3,2010,9,0,Al-Qaeda in the Islamic Maghreb,,,Belgian aid workers,,0,0,-99,0,0,Unknown,Unknown,1,-99,-99,9,,,"Al-Qaeda in the Islamic Maghreb attacks Belgian aid workers, kidnaps them and abandons them in the desert.",0,,ES,0,16.83,-3.81021,,
4320065,65,432,Mali,9-Mar-10,9-Mar-10,1,9,3,2010,9,3,2010,9,0,Al-Qaeda in the Islamic Maghreb,,,Citizens,,0,0,-99,1,0,Gao,Gao,1,6,6,9,,,"Al-Qaeda in the Islamic Maghreb attacks a truck filled with citizens, killing one and stealing valuables.",0,,ES,0,16.1618,-.0241,,no
4320066,66,432,Mali,22-Jul-10,22-Jul-10,1,22,7,2010,22,7,2010,7,0,Mauritanian troops,,,Al-Qaeda in the Islamic Maghreb,,0,0,-99,0,0,Mali/Mauritania border,Mali/Mauritania border,1,6,6,9,,,Mauritanian troops pursue Al-Qaeda in the Islamic Maghreb into Mali.,1,,ES,0,18.46483,-5.8251948,,no
4320067,67,432,Mali,18-Sep-10,20-Sep-10,3,18,9,2010,20,9,2010,7,0,Mauritanian troops,,,Al-Qaeda in the Islamic Maghreb,,0,0,-99,0,1,Hassissidi,Hassissidi,1,3,3,9,,,Mauritanian troops pursue Al-Qaeda in the Islamic Maghreb into Mali.,1,,ES,0,17.808701,-2.96084,,no
4320068,68,432,Mali,4-Nov-10,4-Nov-10,1,4,11,2010,4,11,2010,9,0,Timbuktu tribe,,,Al-Qaeda in the Islamic Maghreb,,0,0,-99,4,0,Timbuktu,Timbuktu,1,2,2,9,,,"A Timbuktu tribe attacks members of Al-Qaeda in the Islamic Maghreb, allegedly in retaliation for previous attacks.",1,,ES,0,16.4624,-3.0026,,
4320069,69,432,Mali,29-Dec-10,29-Dec-10,1,29,12,2010,29,12,2010,4,0,Ouattara supporters,,,Ivory Coast Embassy,,0,0,2,0,1,Bamako,Bamako,1,1,1,8,,,Supporters of Ivory Coast's elected president overtake the embassy in an attempt to enforce a strike called by Ouattara.,0,,ES,0,12.65,-8,,
4320070,70,432,Mali,5-Jan-11,5-Jan-11,1,5,1,2011,5,1,2011,9,0,Al-Qaeda,,,France,,0,0,1,0,0,Bamako,Bamako,1,1,1,8,6,,A man claiming to be a member fo Al-Qaeda hurls a homemade bomb and fires several gunshots at the French embassy.,1,,CL,0,12.65,-8,,
4320071,71,432,Mali,7-Mar-11,7-Mar-11,1,7,3,2011,7,3,2011,2,0,School pupils,,,Police,,1,0,-99,1,2,Koulikoro,Koulikoro,1,3,3,9,,,Pupils hold a demonstration to denounce the fact that the road to their school is dangerous.  Police violently break up the demonstration.,0,,CL,0,12.8627,-7.5598502,,
4320072,72,432,Mali,22-Mar-11,22-Mar-11,1,22,3,2011,22,3,2011,8,0,Armed men,,,Malian army,,1,0,3,0,0,Northern Gao region,Northern Gao region,1,6,6,14,,,Mali's army fights off an  attack by about 100 armed men.,0,,CL,0,16.791201,.082396999,,no
4320073,73,432,Mali,25-Mar-11,25-Mar-11,1,25,3,2011,25,3,2011,2,0,Protesters,,,France,United States,0,0,4,0,0,Bamako,Bamako,1,1,1,8,,,Thousands of people march to protest the Western-led intervention in Libya.,1,,CL,0,12.65,-8,,
4320074,74,432,Mali,28-Jun-11,28-Jun-11,1,28,6,2011,28,6,2011,8,0,Al Qaeda,,,Malian army,Mauritanian army,1,0,3,0,0,Wagadou forest,Wagadou forest,1,6,6,6,,,"A mine explodes, killing 3 civilians during a joint military sweep against al-Qaeda.",1,,CL,0,15.3603,-8.0873098,,no
4320075,75,432,Mali,16-Oct-11,16-Oct-11,1,16,10,2011,16,10,2011,8,0,Gunmen,,,Malian army,,1,0,-99,1,0,Northern Mali,Northern Mali,1,6,6,9,5,,A soldier is killed in the latest in a string of incidents blamed on Tuareg fighters returning from the war in Libya.,1,,CL,0,21.365801,-2.71924,,no
4320076,76,432,Mali,24-Nov-11,24-Nov-11,1,24,11,2011,24,11,2011,9,0,Gunmen,,,French tourists,,0,0,-99,0,0,Hombori,Hombori,1,3,3,9,,,Gunmen abduct two French tourists from a hotel.,1,,CL,0,15.2833,-1.7,,
4320077,77,432,Mali,25-Nov-11,25-Nov-11,1,25,11,2011,25,11,2011,9,0,Armed gang,,,Foreign tourists,,0,0,-99,1,0,Timbuktu,Timbuktu,1,2,2,8,,,An armed gang kidnaps three foreign tourists and kills a fourth.,1,,CL,0,16.4624,-3.0026,,
4320078,78,432,Mali,30-Dec-11,30-Dec-11,1,30,12,2011,30,12,2011,8,0,Al Qaeda,,,Malian army,,1,0,-99,0,0,Inhalill,Inhalill,1,3,3,6,,,Al Qaeda militants attack a newly built military barracks.,1,Somewhere in Kidal region.,CL,0,19.9167,1.08333,,no
-4320079,79,432,Mali,20-Jan-12,31-Dec-12,347,20,1,2012,31,12,2012,-9,0,"Ansar Dine, Military faction (Red Berets)",,,Government,,1,0,-99,-77,2,Nationwide,Nationwide,1,7,7,13,,,,,UPPSALA CONFLICT #274,CH,0,17.33,-3.31021,,no
-4320080,80,432,Mali,24-Jan-12,31-Dec-12,343,24,1,2012,31,12,2012,-9,0,MNLA,,,Government,,1,0,-99,-77,2,Azawad,Azawad,1,6,6,13,,,,,UPPSALA CONFLICT #177,CH,0,17.33,-3.31021,,
4320081,81,432,Mali,30-Jan-12,4-Feb-12,6,30,1,2012,4,2,2012,2,4,Protesters,,,Tuaregs,President,1,0,3,0,0,Bamako,Bamako,1,1,1,9,5,,"Protesters surrounded the presidential palace, protesting the governments handling of the attacks by Tuareg rebels.  Protesters also blocked streets and burned tires, and retaliatory attacks against Tuareg property in the city were reported",Both,,MW,0,12.65,-8,,
4320082,82,432,Mali,1-Feb-12,2-Feb-12,2,1,2,2012,2,2,2012,2,4,Soldier's families,,,Government,Tuaregs,1,0,3,0,0,Kati,Kati,1,2,2,9,5,,Soldiers families gathered to protest the government's handling of the Tuareg rebels. Protesters also attacked the home and business of a Tuareg family.,Both,,MW,0,15.9071,-3.5421,,
4320083,83,432,Mali,3-Feb-12,3-Feb-12,1,3,2,2012,3,2,2012,2,0,Protesters,,,Government,Tuaregs,1,0,-99,0,0,"Segou, Sikasso",Segou,1,4,4,9,5,,Protests against the governments handling of the Tuareg rebellions took place in southern cities Segou and Sikasso.,AP,,MW,0,13.4317,-6.2157001,,
4320083,83,432,Mali,3-Feb-12,3-Feb-12,1,3,2,2012,3,2,2012,2,0,Protesters,,,Government,Tuaregs,1,0,-99,0,0,"Segou, Sikasso",Sikasso,2,4,4,9,5,,Protests against the governments handling of the Tuareg rebellions took place in southern cities Segou and Sikasso.,AP,,MW,0,11.3135,-5.6697001,,
4320084,84,432,Mali,6-Feb-12,6-Feb-12,1,6,2,2012,6,2,2012,2,0,Protesters,Security Forces,,Security Forces,Arrest of rebel supporters,1,0,-99,0,1,Kidal,Kidal,1,3,3,9,12,5,Security forces dispersed an attempted protest against the arrest of two female rebel supporters.,AP,,MW,0,18.4443,1.40152,,
4320085,85,432,Mali,21-Mar-12,22-Mar-12,2,21,3,2012,22,3,2012,10,0,Soldiers,,,Government,,1,0,-99,0,1,"Bamako, Kati, Gao",Bamako,1,7,8,9,,,Mutinous soldiers surrounded and began firing on the presidential palace in Bamako after seizing the Malian Radio-Television Office.  The soldiers claimed to be dissatisfied with Government handling of the Tuareg rebels and demanded new weapons with which to fight them.  They also began protesting in military bases in Kati and Gao.  The president was forced to flea.,Both,,MW,1,12.65,-8,,
